source,translated,language
translate to Marathi: Latin Extended-A,लॅटिन विस्तृत- A,Marathi
translate to Marathi: Why am I learning Icelandic?,मी आइस्लॅन्डिक का शिकतेय?,Marathi
translate to Marathi: His soul was in heaven.,त्याची आत्मा स्वर्गात होती.,Marathi
translate to Marathi: Ivan Mazepa wasn't a traitor.,इव्हान माजेपा देशद्रोही नव्हता.,Marathi
translate to Marathi: Belarusian (Latin),बेलारूसीName,Marathi
translate to Marathi: Did you want to go to Boston with Tom?,तुला टॉमबरोबर बॉस्टनला जायचं होतं का?,Marathi
translate to Marathi: Tom asked Mary to scrub the toilet.,टॉमने मेरीला संडास घासायला सांगितलं.,Marathi
translate to Marathi: of Shvat,अदार चा,Marathi
translate to Marathi: & Cursor Theme,कर्सर सुत्रयोजना (C),Marathi
translate to Marathi: Loading Applet,ऍपलेट दाखल करीत आहे,Marathi
"translate to Marathi: Letter, Modifier","अक्षर, परिवर्तक",Marathi
translate to Marathi: Radio List dialog,रेडिओ यादी संवाद,Marathi
translate to Marathi: He made me a new suit.,त्याने मला नवीन सूट बनवून दिला.,Marathi
translate to Marathi: You’ve had eleven bottles of beer!,तुझ्याकडे बीअरच्या अकरा बाटल्या होत्या!,Marathi
"translate to Marathi: The noble leaves out of his nobility, the ignoble says ""He was afraid of me.""",असल आपल्या असलपणावर गेला कमसल म्हणतो मला भ्याला.,Marathi
translate to Marathi: & Recent connection:,अलिकडील जुळवणी (R):,Marathi
translate to Marathi: Psh,स्तब्ध करा,Marathi
translate to Marathi: Are you online?,तू ऑनलाइन आहेस का?,Marathi
translate to Marathi: What is he after?,त्याला काय हवंय?,Marathi
translate to Marathi: The enemy launched an attack on us.,शत्रूने आमच्यावर हल्ला चढवला.,Marathi
translate to Marathi: She went home.,ती घरी गेली.,Marathi
translate to Marathi: GIF,GIFName,Marathi
translate to Marathi: Platform,प्लॅटिनमName,Marathi
translate to Marathi: Entered timeout date is invalid.,प्रविष्ट टाइमआऊट दिनांक वैध नाही.,Marathi
translate to Marathi: TV programs have a bad influence on children.,टीव्ही कार्यक्रमांचा मुलांवर वाईट प्रभाव पडतो.,Marathi
translate to Marathi: Audio and data disc (%s),ऑडिओ व डाटा डिस्क (%s),Marathi
translate to Marathi: Tom turned off the TV.,टॉमने टीव्ही बंद केला.,Marathi
translate to Marathi: Norwegian Nynorsk,नार्वेजियन नींओर्स्कName,Marathi
translate to Marathi: Secure Java reg; support,सुरक्षीत Java reg; समर्थन,Marathi
"translate to Marathi: %s, %d%% done, %s remaining","%s, %d%% पूर्ण झाले, %s बाकी",Marathi
translate to Marathi: Block Size,ब्लॉक आकार,Marathi
translate to Marathi: Tom threatened Mary.,टॉमने मेरीला धमकी दिली.,Marathi
translate to Marathi: France is in Western Europe.,फ्रांस पश्चिम युरोपात आहे.,Marathi
translate to Marathi: Window & class (application type):,चौकट वर्ग (अनुप्रयोग प्रकार) (c):,Marathi
translate to Marathi: The road to hell is paved with good intentions.,नर्काला जाणार्‍या रस्त्याला चांगल्या हेतूंची फरसबंदी असते.,Marathi
translate to Marathi: He's not in the mood.,त्याचा मूड नाहीये.,Marathi
translate to Marathi: Unknown protocol '%1'.,अपरिचित शिष्टाचार '% 1'.,Marathi
translate to Marathi: Search for '%1' with %2,% 2$2 सह '% 1$1' करीता शोधा,Marathi
translate to Marathi: Add a new script.,नविन स्क्रिप्ट जोडा.,Marathi
translate to Marathi: Are you going out?,तुम्ही बाहेर जात आहात का?,Marathi
translate to Marathi: (usually Y),(सहसा Y),Marathi
translate to Marathi: Embedded Konsole Toolbar and session names,अंतर्भूतीत Konsole साधनपट्टी व सत्र नाव,Marathi
translate to Marathi: Showing report %1,@ info,Marathi
translate to Marathi: LyX,LyXName,Marathi
translate to Marathi: Remove the selected proxy exception address from the list.,निवडेले प्रॉक्सी अपवाद पत्ता यादीतून काढूण टाका.,Marathi
translate to Marathi: We're being followed.,आपला पाठलाग केला जातोय.,Marathi
translate to Marathi: She didn't like him.,त्यांना तो आवडत नव्हता.,Marathi
